equipo,jugador,position,minutos,partidos,titularidades,goles,asistencias,pases_totales,recuperaciones,duelos_ganados,entradas_ganadas,intercepciones,indice_ofensivo,indice_progresion,indice_defensivo,indice_total_jugador,rol_tactico,lectura_dashboard
Celta,Andrés Antañón,Midfielder,17.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.08,0.35,0.13,Rotación / impacto bajo,"Andrés Antañón (Celta) aparece como rotación / impacto bajo, con índice total 0.13. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Marco Esteban,Defender,45.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.22,0.16,0.12,Rotación / impacto bajo,"Marco Esteban (Oviedo) aparece como rotación / impacto bajo, con índice total 0.12. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Endrick,Forward,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.06,0.19,0.12,Rotación / impacto bajo,"Endrick (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.12. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,F. Gattoni,Defender,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06,0.26,0.1,Rotación / impacto bajo,"F. Gattoni (Sevilla) aparece como rotación / impacto bajo, con índice total 0.10. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Dani Díaz,Forward,17.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.09,Rotación / impacto bajo,"Dani Díaz (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.09. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Cestero,Midfielder,12.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.09,0.18,0.08,Rotación / impacto bajo,"Cestero (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.08. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Dani Pérez,Midfielder,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.28,0.08,Rotación / impacto bajo,"Dani Pérez (Betis) aparece como rotación / impacto bajo, con índice total 0.08. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Álex Sola,Midfielder,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.19,0.06,Rotación / impacto bajo,"Álex Sola (Getafe) aparece como rotación / impacto bajo, con índice total 0.06. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Arkaitz Mariezkurrena,Forward,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,Rotación / impacto bajo,"Arkaitz Mariezkurrena (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.05. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Ibai Aguirre,Midfielder,5.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.06,0.1,0.05,Rotación / impacto bajo,"Ibai Aguirre (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.05. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Gorka Carrera,Forward,13.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.06,0.0,0.1,0.05,Rotación / impacto bajo,"Gorka Carrera (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.05. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Hugo Solozábal,Midfielder,10.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.05,Rotación / impacto bajo,"Hugo Solozábal (Getafe) aparece como rotación / impacto bajo, con índice total 0.05. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,Taufik Seidu,Midfielder,22.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.06,0.09,0.05,Rotación / impacto bajo,"Taufik Seidu (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 0.05. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Lander Astiazarán,Midfielder,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.03,0.09,0.04,Rotación / impacto bajo,"Lander Astiazarán (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.04. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Lander Pinillos,Midfielder,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,Rotación / impacto bajo,"Lander Pinillos (Alaves) aparece como rotación / impacto bajo, con índice total 0.03. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Carlos Ballestero,Defender,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,Rotación / impacto bajo,"Carlos Ballestero (Alaves) aparece como rotación / impacto bajo, con índice total 0.02. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,B. Miovski,Forward,44.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,Rotación / impacto bajo,"B. Miovski (Girona) aparece como rotación / impacto bajo, con índice total 0.02. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Tomás Marqués,Midfielder,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,Rotación / impacto bajo,"Tomás Marqués (Barcelona) aparece como rotación / impacto bajo, con índice total 0.02. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,Isma Sierra,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Isma Sierra (Villareal) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Sergio Lozano,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Sergio Lozano (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Dani Cárdenas,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Dani Cárdenas (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Marco Román,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Marco Román (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Diego Méndez,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Diego Méndez (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,A. Mumin,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"A. Mumin (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Adrián Molina,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Adrián Molina (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Álex Cardero,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Álex Cardero (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Diego Menéndez,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Diego Menéndez (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,L. Gueye,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"L. Gueye (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Unai Santos,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Unai Santos (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Mikel Serrano,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Mikel Serrano (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Raúl Chasco,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Raúl Chasco (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,D. Stamatakis,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"D. Stamatakis (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Aly Doumbia,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Aly Doumbia (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Mauro Echegoyen,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Mauro Echegoyen (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Aitor Fernández,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Aitor Fernández (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,N. Maraš,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"N. Maraš (Alaves) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,B. Dominguès,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"B. Dominguès (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Cheli Pereda,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Cheli Pereda (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Adri Fernández,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Adri Fernández (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Juanpe Gil,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Juanpe Gil (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Miguel Narváez,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Miguel Narváez (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Dani Meso,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Dani Meso (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Martín Pedroarena,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Martín Pedroarena (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,H. Moldovan,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"H. Moldovan (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Nil Torreguitart,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Nil Torreguitart (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Leo Sánchez,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Leo Sánchez (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Joan Martínez,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Joan Martínez (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Ávaro Leiva,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Ávaro Leiva (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Fran González,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Fran González (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,R. Vlad,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"R. Vlad (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Javier Olaizola,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Javier Olaizola (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Roberto Arroyo,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Roberto Arroyo (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,D. Luna,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"D. Luna (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Sergio Mestre,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Sergio Mestre (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Javier Navarro,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Javier Navarro (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Mario Rivas,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Mario Rivas (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Pichu,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pichu (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,I. Salhi,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"I. Salhi (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Jandro García,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Jandro García (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Luis Orejuela,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Luis Orejuela (Mallorca) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Joan Ruiz,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Joan Ruiz (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Pablo Rosón,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pablo Rosón (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Álex Primo,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Álex Primo (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Huseini,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Huseini (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Antonio Salguero,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Antonio Salguero (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Cayetano,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Cayetano (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,M. Krug,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"M. Krug (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Jon García,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Jon García (Osasuna) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Lamini Fati,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Lamini Fati (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Jesús Fortea,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Jesús Fortea (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Pol Fortuny,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pol Fortuny (Real Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Diego Espinosa,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Diego Espinosa (Oviedo) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Marco de las Sías,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Marco de las Sías (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Raúl Fernández,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Raúl Fernández (Alaves) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Álvaro García,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Álvaro García (Alaves) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Izei Hernández,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Izei Hernández (Alaves) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,D. Livaković,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"D. Livaković (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Juan Carlos,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Juan Carlos (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Gibert Jordana,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Gibert Jordana (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Aitor Fraga,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Aitor Fraga (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Theo Folgado,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Theo Folgado (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Javi Sarasa,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Javi Sarasa (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Luken Beitia,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Luken Beitia (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Tomás Carbonell,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Tomás Carbonell (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Dani Cervera,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Dani Cervera (Levante) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,A. Lebarbier,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"A. Lebarbier (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Alex Marchal,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alex Marchal (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Unai Marrero,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Unai Marrero (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,K. Kita,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"K. Kita (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
